Βίβλος	[The] book
μὲν	indeed
οἱ	Some
ἔλεγον	were saying
ὅτι	-,
ἐστιν,	He is.
“Ἀγαθός	Good
δὲ	however
Ἄλλοι	Others
ἔλεγον	were saying,
“Οὔ,	No,
ἀλλὰ	but
πλανᾷ	He deceives
τὸν	the
ὄχλον.	people.
μέντοι	however
Οὐδεὶς	No one
ἐλάλει	was speaking
περὶ	about
αὐτοῦ	Him,
παρρησίᾳ	publicly
διὰ	because of
τὸν	the
φόβον	fear
τῶν	of the
Ἰουδαίων.	Jews.
δὲ	also
Ἤδη	Now
μεσούσης	being in the middle,
τῆς	of the
ἑορτῆς	feast
Ἰησοῦς	Jesus
ἀνέβη	went up
εἰς	into
τὸ	the
ἱερὸν	temple
καὶ	and
ἐδίδασκεν.	was teaching.
οὖν	then
οἱ	the
Ἰουδαῖοι	Jews,
ἐθαύμαζον	Were marveling
λέγοντες	saying,
“Πῶς	How
οὗτος	this one
οἶδεν	knows,
γράμματα	writings
μὴ	not
μεμαθηκώς;	having studied?
“Ἐμὴ	My
Ἡ	-,
διδαχὴ	teaching
ἔστιν	is
οὐκ	not
ἐμὴ	of Myself,
οὖν	therefore
‹ὁ›	-
Ἰησοῦς	Jesus
Ἀπεκρίθη	Answered
αὐτοῖς	them
καὶ	and
εἶπεν	said
ἀλλὰ	but
τοῦ	of the [One]
πέμψαντός	having sent
με·	Me.
ἐάν	If
τις	anyone
θέλῃ	desires
ποιεῖν,	to do,
αὐτοῦ	of Him
τὸ	the
θέλημα	will
γνώσεται	he will know
περὶ	concerning
πότερον	whether
τῆς	the
διδαχῆς,	teaching,
ἐστιν	it is,
ἐκ	from
τοῦ	-
Θεοῦ	God
ἢ	or
ἐγὼ	I
λαλῶ.	speak.
ἀπ’	from
ἐμαυτοῦ	Myself
ὁ	The [one]
λαλῶν	speaking,
ἀφ’	from
ἑαυτοῦ	himself
ζητεῖ·	seeks;
τὴν	the
ἰδίαν	own
τὴν	the
δόξαν	glory
δὲ	however
ὁ	the [One]
ζητῶν	seeking
τὴν	the
δόξαν	glory
τοῦ	of the [One]
πέμψαντος	having sent
αὐτὸν,	Him,
οὗτος	He
ἐστιν	is,
ἀληθής	true
καὶ	and
ἐν	in
αὐτῷ	Him
ἔστιν.	is.
οὐκ	not
ἀδικία	unrighteousness
Οὐ	Not
Μωϋσῆς	Moses
δέδωκεν*	has given
ὑμῖν	to you
τὸν	the
νόμον;	law,
καὶ	and
οὐδεὶς	no one
ἐξ	of
ὑμῶν	you
ποιεῖ	keeps
τὸν	the
νόμον.	law?
τί	Why
ζητεῖτε	do you seek
ἀποκτεῖναι;	to kill?
με	Me
ἔχεις·	You have;
“Δαιμόνιον	A demon
ὁ	the
ὄχλος	crowd,
Ἀπεκρίθη	Answered
τίς	who
ζητεῖ	seeks
ἀποκτεῖναι;	to kill?
σε	You
Ἰησοῦς	Jesus
Ἀπεκρίθη	Answered
καὶ	and
εἶπεν	said
αὐτοῖς	to them,
ἐποίησα	I did,
“Ἓν	One
ἔργον	work
καὶ	and
πάντες	all
θαυμάζετε.	you marvel.
διὰ	Because of
τοῦτο	the fact that
Μωϋσῆς	Moses
δέδωκεν	has given
ὑμῖν	you
τὴν	-
περιτομήν,—	circumcision —
καὶ	also
περιτέμνετε	you circumcise
ἄνθρωπον.	a man.
ἐν	on
σαββάτῳ	Sabbath
οὐχ	not
ὅτι	that
ἐστὶν	it is,
ἐκ	of
τοῦ	-
Μωϋσέως	Moses
ἀλλ’	but
ἐκ	of
τῶν	the
πατέρων,—	fathers —
εἰ	If
ἄνθρωπος	a man
λαμβάνει	receives
(ὁ)	a
περιτομὴν	circumcision
ἐν	on
σαββάτῳ	Sabbath
ἵνα	so that
ὁ	the
νόμος	law
Μωϋσέως,	of Moses,
μὴ	not
λυθῇ	might be broken
χολᾶτε	are you angry
ἐμοὶ	with Me
ὅτι	because
ἐποίησα	I made
ὅλον	entirely
ἄνθρωπον	a man
ὑγιῆ	sound
ἐν	on
σαββάτῳ;	the Sabbath?
μὴ	Not
κρίνετε	judge
κατ’	according to
ὄψιν,	appearance,
ἀλλὰ	but
κρίνετε*.	judge.
τὴν	the
δικαίαν	righteous
κρίσιν	judgment
οὖν	therefore
τινες	some
ἐκ	of
τῶν	those
Ἱεροσολυμιτῶν	of Jerusalem,
Ἔλεγον	Were saying
ἐστιν	is he
“Οὐχ	Not
οὗτός	this
ὃν	whom
ζητοῦσιν	they seek
ἀποκτεῖναι;	to kill?
καὶ	And
ἴδε	behold,
λαλεῖ	He speaks,
παρρησίᾳ	publicly
καὶ	and
λέγουσιν	they say
Μή‿	not
οὐδὲν	nothing
αὐτῷ	to Him
ποτε.	ever.
οἱ	the
ἄρχοντες	rulers
ἀληθῶς	Truly
ἔγνωσαν	have recognized
ὅτι	that
οὗτός	this
ἐστιν	is
ὁ	the
Χριστός;	Christ?
ἀλλὰ	But
οἴδαμεν	we know
πόθεν	from where
τοῦτον	this [man],
ἐστίν·	He is.
δὲ	however
ὅταν	whenever
ὁ	The
Χριστὸς	Christ,
ἔρχηται,	He may come,
οὐδεὶς	no one
γινώσκει	knows
πόθεν	from where
ἐστίν.	He is.
οὖν	therefore
ὁ	-
Ἰησοῦς	Jesus,
διδάσκων	teaching
ἐν	in
τῷ	the
ἱερῷ	temple
Ἔκραξεν	Cried out
καὶ	and
λέγων	saying,
οἴδατε	you know,
“Κἀμὲ	Me
καὶ	and
οἴδατε	you know
πόθεν	from where
εἰμί·	I am;
καὶ	and
οὐκ	not
ἐλήλυθα,	I have come,
ἀπ’	of
ἐμαυτοῦ	Myself
ἀλλ’	but
ὁ	the [One]
πέμψας	having sent
με,	Me,
ἔστιν	is
ἀληθινὸς	true
ὑμεῖς	you
οὐκ	not
οἴδατε·	know.
ὃν	whom
ἐγὼ	But I
οἶδα	know
αὐτόν,	Him,
ὅτι	because
εἰμι	I am,
παρ’	from
αὐτοῦ	Him
κἀκεῖνός	and He
ἀπέστειλεν.	sent.
με	Me
οὖν	therefore
Ἐζήτουν	They were seeking
πιάσαι,	to take,
αὐτὸν	Him
καὶ	but
οὐδεὶς	no one
ἐπέβαλεν	laid
τὴν	the
χεῖρα,	hand,
ἐπ’	upon
αὐτὸν	Him
ὅτι	because
αὐτοῦ.	of Him.
ἡ	the
ὥρα	hour
οὔπω	not yet
ἐληλύθει	had come
πολλοὶ	many
Ἐκ	Out of
τοῦ	the
ὄχλου	crowd
δὲ	now
ἐπίστευσαν	believed
εἰς	in
αὐτόν,	Him
καὶ	and
ἔλεγον	were saying,
ὅταν	When
“Ὁ	The
Χριστὸς	Christ,
ἔλθῃ,	He comes,
μὴ	not
ποιήσει	will He do
πλείονα	more
σημεῖα	signs
ὧν	than
οὗτος	this [man]
ἐποίησεν;	has done?
οἱ	the
Φαρισαῖοι	Pharisees
Ἤκουσαν	Heard
τοῦ	the
ὄχλου	crowd
γογγύζοντος	murmuring
ταῦτα,	these things,
περὶ	about
αὐτοῦ	Him
καὶ	and
οἱ	the
Φαρισαῖοι	Pharisees
καὶ	and
οἱ	the
ἀρχιερεῖς	chief priests
ἀπέστειλαν	sent
ὑπηρέτας	officers,
ἵνα	that
πιάσωσιν	they might seize
αὐτόν.	Him.
οὖν	therefore
ὁ	-
Ἰησοῦς	Jesus,
εἶπεν	Said
εἰμι	I am,
μεθ’	with
ὑμῶν	you
“Ἔτι	Yet
μικρὸν	a little
χρόνον	time
καὶ	and
ὑπάγω	I go
πρὸς	to
τὸν	the [One]
πέμψαντά	having sent
με.	Me.
ζητήσετέ	You will seek
με	Me
καὶ	and
οὐχ	not
εὑρήσετέ	will find
[με],	Me;
καὶ	and
ὅπου	where
ἐγὼ	I,
εἰμὶ	am
ὑμεῖς	you
οὐ	not
δύνασθε	are able
ἐλθεῖν.	to come.
οὖν	therefore
οἱ	the
Ἰουδαῖοι	Jews
Εἶπον	Said
πρὸς	among
ἑαυτούς	themselves,
“Ποῦ	Where
οὗτος	He
μέλλει	is about
πορεύεσθαι,	to go
ὅτι	that
ἡμεῖς	we
οὐχ	not
εὑρήσομεν	will find
αὐτόν;	Him?
μὴ	Not
μέλλει	is He about
πορεύεσθαι	to go
εἰς	to
τὴν	the
Διασπορὰν	Dispersion
τῶν	among the
Ἑλλήνων	Greeks
καὶ	and
διδάσκειν	to teach
τοὺς	the
Ἕλληνας;	Greeks?
τίς	What
ἐστιν	is
οὗτος	this
ὁ	the
λόγος	word
ὃν	that
εἶπεν	He said,
‘Ζητήσετέ	You will seek
με	Me,
καὶ	and
οὐχ	not
εὑρήσετέ	will find
[με],	Me,
καὶ	and
‘Ὅπου	Where
ἐγὼ	I
εἰμὶ	am
ὑμεῖς	you
οὐ	not
δύνασθε	are able
ἐλθεῖν	to come
δὲ	now
Ἐν	In
τῇ	the
ἐσχάτῃ	last
τῇ	the
μεγάλῃ	great [day]
ἡμέρᾳ	day,
τῆς	of the
ἑορτῆς	feast,
ὁ	-
Ἰησοῦς,	Jesus
εἱστήκει	stood
καὶ	and
ἔκραξεν	cried out,
λέγων	saying,
“Ἐάν	If
τις	anyone
διψᾷ,	thirsts,
ἐρχέσθω	let him come
πρός	to
με	Me
καὶ	and
πινέτω.	drink.
ὁ	The [one]
πιστεύων	believing
εἰς	in
ἐμέ,	Me,
καθὼς	as
ἡ	the
γραφή,	Scripture:
εἶπεν	has said
‘Ποταμοὶ	Rivers
ζῶντος.	living.
ὕδατος	of water
ῥεύσουσιν	will flow
ἐκ	out of
τῆς	the
κοιλίας	belly
αὐτοῦ	of him
δὲ	now
τοῦτο	This
εἶπεν	He said
περὶ	concerning
τοῦ	the
Πνεύματος	Spirit,
οὗ	whom
οἱ	those
πιστεύσαντες	having believed
εἰς	in
αὐτόν·	Him;
ἔμελλον	were about
λαμβάνειν	to receive
γὰρ	for
Πνεῦμα,	[the] Spirit,
ἦν	was
οὔπω	not yet [given]
ὅτι	because
Ἰησοῦς	Jesus
οὐδέπω	not yet
ἐδοξάσθη.	was glorified.
οὖν	therefore,
ἀκούσαντες	having heard
τούτων	these,
τῶν	the
λόγων	words
Ἐκ	[Some] of
τοῦ	the
ὄχλου	crowd
ἔλεγον	were saying
(ὅτι)	-
“Οὗτός	This
ἐστιν	is
ἀληθῶς	truly
ὁ	the
προφήτης·	Prophet.
Ἄλλοι	Others
ἔλεγον	were saying,
“Οὗτός	This
ἐστιν	is
ὁ	the
Χριστός·	Christ.
δὲ	however
Οἱ	Others
ἔλεγον	were saying,
“Μὴ	Not
γὰρ	indeed
ὁ	the
Χριστὸς	Christ
ἔρχεται;	comes?
ἐκ	out of
τῆς	-
Γαλιλαίας	Galilee
οὐχ	Not
ἡ	the
γραφὴ	Scripture
εἶπεν	has said
ὅτι	that
ὁ	the
Χριστός;	Christ?
ἔρχεται	comes
ἐκ	out of
τοῦ	the
σπέρματος	seed
Δαυὶδ,	of David
καὶ	and
ἀπὸ	from
Βηθλεὲμ	Bethlehem,
τῆς	the
κώμης	village
ὅπου	where
Δαυὶδ,	David,
ἦν	was
οὖν	therefore
ἐγένετο	occurred
Σχίσμα	A division
ἐν	in
τῷ	the
ὄχλῳ	crowd
δι’	because of
αὐτόν·	Him.
δὲ	now
τινὲς	Some
ἐξ	of
αὐτῶν	them
ἤθελον	desired
πιάσαι	to seize
αὐτόν,	Him,
ἀλλ’	but
οὐδεὶς	no one
ἐπέβαλεν	laid
τὰς	the
χεῖρας.	hands.
ἐπ’	on
αὐτὸν	Him
οὖν	therefore
οἱ	the
ὑπηρέται	officers
Ἦλθον	Came
πρὸς	to
τοὺς	the
ἀρχιερεῖς	chief priests
καὶ	and
Φαρισαίους,	Pharisees,
καὶ	and
ἐκεῖνοι	that,
εἶπον	said
αὐτοῖς	to them
“Διὰ	Because of
τί	why
οὐκ	not
ἠγάγετε	did you bring
αὐτόν;	Him?
“Οὐδέποτε	Never
ἄνθρωπος,	a man,
ἐλάλησεν	spoke
οὕτως	like this
〈ὡς	as
οὗτος	this
ὁ	-
ἄνθρωπος〉.	man.
λαλεῖ	speaks
οἱ	the
ὑπηρέται	officers,
Ἀπεκρίθησαν	Answered
ὑμεῖς	you
“Μὴ	Not
καὶ	also
πεπλάνησθε;	have been deceived?
οὖν	therefore
Ἀπεκρίθησαν	Answered
οἱ	the
Φαρισαῖοι	Pharisees,
αὐτοῖς	them
μή	Not
τις	any
ἐκ	of
τῶν	the
ἀρχόντων	rulers
ἢ	or
ἐκ	of
τῶν	the
Φαρισαίων;	Pharisees?
ἐπίστευσεν	has believed
εἰς	on
αὐτὸν	Him,
ἀλλὰ	But
οὗτος	this,
ὁ	the
ὄχλος	crowd
ὁ	-
μὴ	not
γινώσκων	knowing
τὸν	the
νόμον	law,
εἰσιν.	are.
ἐπάρατοί	accursed
Νικόδημος	Nicodemus
ὁ	the [one]
ἐλθὼν	having come
πρὸς	to
αὐτὸν	Him,
[τὸ]	the
πρότερον,	former
ὢν	being
εἷς	one
ἐξ	of
αὐτῶν	them,
Λέγει	Says
πρὸς	to
αὐτούς,	them,
ἡμῶν	of us
ὁ	the
νόμος	law
“Μὴ	Not
κρίνει	does judge
τὸν	the
ἄνθρωπον	man,
ἐὰν	if
μὴ	not
πρῶτον	first
ἀκούσῃ	it has heard
παρ’	from
αὐτοῦ	him
καὶ	and
γνῷ	known
τί	what
ποιεῖ;	he does?
εἶ;	are?
“Μὴ	Not
σὺ	you
καὶ	also
ἐκ	from
τῆς	-
Γαλιλαίας	Galilee
Ἀπεκρίθησαν	They answered
καὶ	and
εἶπαν	said
αὐτῷ	to him,
ἐραύνησον	Search
καὶ	and
ἴδε	see
ὅτι	that
οὐκ	not
προφήτης	a prophet
ἐγείρεται.”	is raised.”
ἐκ	out of
τῆς	-
Γαλιλαίας	Galilee
Καὶ	And
ἕκαστος	each
ἐπορεύθησαν*	went
εἰς	to
τὸν	the
αὐτοῦ.	of him.
οἶκον	home
δὲ	however
Ἰησοῦς	Jesus
ἐπορεύθη	went
εἰς	to
τὸ	the
ὄρος	Mount
τῶν	-
ἐλαιῶν.	of Olives.
Ὄρθρου	Early in the morning
δὲ	then
πάλιν	again
παρεγένετο	He came
εἰς	into
τὸ	the
ἱερόν,	temple,
καὶ	and
πᾶς	all
ὁ	the
λαὸς	people
ἤρχετο	were coming
πρὸς	to
αὐτόν.	Him.
καὶ	And
καθίσας	having sat down,
ἐδίδασκεν	He was teaching
αὐτούς.	them.
δὲ	now
οἱ	the
γραμματεῖς	scribes
καὶ	and
οἱ	the
Φαρισαῖοι	Pharisees
ἄγουσιν*	Bring
〈πρὸς	to
αὐτὸν〉	Him
γυναῖκα	a woman
κατειλημμένην,	having been caught,
ἐπὶ*	in
μοιχείᾳ	adultery
καὶ	and
στήσαντες	having set
αὐτὴν	her
ἐν	in
μέσῳ,	[the] midst,
λέγουσιν	they say
αὐτῷ,	to Him,
“Διδάσκαλε,	Teacher,
αὕτη	this
ἡ	-
γυνὴ	woman
κατείληπται*	was caught
ἐπ’*	in
αυτοφώρῳ*	the very act,
μοιχευομένη.	committing adultery.
δὲ	now
ἐν	In
τῷ	the
νόμῳ	law,
Μωϋσῆς* ⇔	Moses
ἐνετείλατο	commanded
ἡμῖν	us
τὰς	-
λιθάζειν*·	to be stoned.
τοιαύτας	such
οὖν	therefore,
τί	what
σὺ	You
λέγεις;	say You?
δὲ	now
ἔλεγον	they were saying,
Τοῦτο	This
πειράζοντες	testing
αὐτόν,	Him
ἵνα	so that
ἔχωσιν*	they might have [grounds]
κατηγορεῖν	to accuse
αὐτοῦ.	Him.
δὲ	But
ὁ	-
Ἰησοῦς	Jesus,
κύψας,	having stooped,
κάτω	down
κατέγραφεν*	began writing
εἰς	on
τὴν	the
γῆν·	ground.
τῷ	with
δακτύλῳ	[His] finger
δὲ	however
Ὡς	As
ἐπέμενον	they continued
ἐρωτῶντες	asking
αὐτόν,	Him,
[ἀνέκυψεν	having lifted Himself up
καὶ	also,
εἶπεν	He said
αὐτοῖς],	to them,
“Ὁ	The [one]
ἀναμάρτητος	sinless
ὑμῶν	among you,
〈τὸν〉	-
πρῶτος	the first
βαλέτω».	let him cast.
λίθον ⇔	stone
«ἐπ’	at
αὐτῇ	her
καὶ	And
πάλιν	again
κάτω¦κύψας	having stooped down,
ἔγραφεν	He continued to write
εἰς	on
τὴν	the
γῆν.	ground.
δὲ,	And
Οἱ	-
ἀκούσαντες	having heard,
〈καὶ	and
ἐλεγχόμενοι〉,	being convicted,
ὑπὸ	by
τῆς	[their]
συνειδήσεως	conscience
ἐξήρχοντο	they began to go away
εἷς	one
καθ‿	by
εἷς,	one
ἀρξάμενοι	having begun
ἀπὸ	from
τῶν	the
πρεσβυτέρων	elder ones
〈ἕως	until
τῶν	the
ἐσχάτων〉·	last,
καὶ	and
〈ὁ	-
μόνος	alone,
Ἰησοῦς〉,	Jesus
κατελείφθη	He was left
καὶ	and
ἡ	the
γυνὴ	woman
οὖσα*.	being.
ἐν	in
μέσῳ	[the] midst
δὲ	then,
ὁ	-
Ἰησοῦς,	Jesus
ἀνακύψας	Having lifted up
εἶπεν	said
αὐτῇ,	to her,
〈καὶ	and
θεασάμενος	saw
μηδένα	no one
πλὴν	but
τὴς	the
γυναικὸς〉,	woman,
〈Ἡ〉	-
“Γύναι*,	Woman,
ποῦ	where
εἰσιν	are
σου〉;	you?
〈ἐκεῖνοι	they
οἱ	who
κατήγοροί	accuse
οὐδείς	No one
κατέκρινεν;	has condemned?
σε	you
“Οὐδείς,	No one,
κύριε.	Sir.
δὲ	And
Ἡ	-
εἶπεν,	she said,
“Οὐδὲ	Neither
ἐγώ	I
κατακρίνω·	do condemn;
σε	you
δὲ	then
〈αὐτῇ〉	to her
ὁ	-
Ἰησοῦς,	Jesus,
Εἶπεν*	Said
[ἀπὸ	from
τοῦ	-
νῦν]	now [on]
πορεύου	go,
καὶ	and
ἁμάρτανε.	sin.
μηκέτι	no more
Πάλιν	Again
οὖν	therefore
ὁ	-
Ἰησοῦς	Jesus,
ἐλάλησεν	spoke
αὐτοῖς	to them
λέγων	saying,
“Ἐγώ	I
εἰμι	am
τὸ	the
φῶς	light
τοῦ	of the
κόσμου·	world;
ὁ	the [one]
ἀκολουθῶν	following
ἐμοὶ*	Me
οὐ	no
μὴ	not
περιπατήσῃ	shall walk
ἐν	in
τῇ	the
σκοτίᾳ,	darkness,
ἀλλ’	but
ἕξει	will have
τὸ	the
φῶς	light
τῆς	-
ζωῆς.	of life.
οὖν	therefore
οἱ	the
Φαρισαῖοι	Pharisees,
Εἶπον	Said
αὐτῷ	to Him
“Σὺ	You
μαρτυρεῖς·	are bearing witness;
περὶ	concerning
σεαυτοῦ	Yourself
σου	of You
ἡ	the
μαρτυρία	testimony
ἔστιν	is
οὐκ	not
ἀληθής.	true.
Ἰησοῦς	Jesus
Ἀπεκρίθη	Answered
καὶ	and
εἶπεν	said
αὐτοῖς	to them,
“Κἂν	Even if
ἐγὼ	I
μαρτυρῶ	am bearing witness
περὶ	concerning
ἐμαυτοῦ,	Myself,
μου,	of Me,
ἡ	the
μαρτυρία	testimony
ἐστιν	is
ἀληθής	true
ὅτι	because
οἶδα	I know
πόθεν	from where
ἦλθον	I came
καὶ	and
ποῦ	where
ὑπάγω·	I am going.
δὲ	however
ὑμεῖς	You
οὐκ	not
οἴδατε	know
πόθεν	from where
ἔρχομαι	I come
ἢ	or
ποῦ	where
ὑπάγω.	I am going.
Ὑμεῖς	You
κρίνετε,	judge;
κατὰ	according to
τὴν	the
σάρκα	flesh
ἐγὼ	I
κρίνω	am judging
οὐ	not
οὐδένα.	no one.
δὲ	however
καὶ	And
ἐὰν	if
ἐγώ,	I,
κρίνω	judge
ἐμὴ	My
ἡ	-
κρίσις	judgment
ἐστιν,	is,
ἡ	-
ἀληθινή	true
ὅτι	because
εἰμί,	I am,
οὐκ	not
μόνος	alone
ἀλλ’	but
ἐγὼ	I
καὶ	and
ὁ	the
‹πατήρ›.	Father.
πέμψας	having sent
με	Me
δὲ	also
Καὶ	And
ἐν	in
τῷ	-
ὑμετέρῳ	of you
τῷ	the
νόμῳ	law
γέγραπται	it has been written
ὅτι	that
ἡ	the
μαρτυρία	testimony
δύο	of two
ἀνθρώπων	men
ἐστιν.	is.
ἀληθής	true
ἐγώ	I
εἰμι	am
ὁ	the [One]
μαρτυρῶν	bearing witness
περὶ	concerning
ἐμαυτοῦ,	Myself,
καὶ	and
ὁ	the
Πατήρ.	Father.
πέμψας	having sent
με	Me
μαρτυρεῖ	bears witness
περὶ	concerning
ἐμοῦ	Me
“Ποῦ	Where
ἐστιν	is
σου;	of You?
ὁ	the
Πατήρ	Father
οὖν	therefore
Ἔλεγον	They were saying
αὐτῷ	to Him,
οἴδατε	you know,
“Οὔτε	Neither
ἐμὲ	Me
οὔτε	nor
μου·	of Me.
τὸν	the
Πατέρα	Father
Ἰησοῦς	Jesus,
Ἀπεκρίθη	Answered
εἰ	If
ᾔδειτε,	you had known,
ἐμὲ	Me
ἂν	-
ᾔδειτε.	you would have known.
μου	of Me
τὸν	the
Πατέρα	Father
καὶ	also
ἐλάλησεν	He spoke
Ταῦτα	These
τὰ	-
ῥήματα	words
διδάσκων	teaching
ἐν	in
τῷ	the
ἱερῷ·	temple;
ἐν	in
τῷ	the
γαζοφυλακίῳ	treasury,
καὶ	and
οὐδεὶς	no one
ἐπίασεν	seized
αὐτόν,	Him,
ὅτι	for
αὐτοῦ.	of Him.
ἡ	the
ὥρα	hour
οὔπω	not yet
ἐληλύθει	had come
οὖν	then
πάλιν	again
Εἶπεν	He said
αὐτοῖς	to them,
“Ἐγὼ	I
ὑπάγω	am going away
καὶ	and
ζητήσετέ	you will seek
με,	Me,
καὶ	and
ἀποθανεῖσθε·	you will die;
ἐν	in
ὑμῶν	of you,
τῇ	the
ἁμαρτίᾳ	sin
ὅπου	where
ἐγὼ	I
ὑπάγω	go,
ὑμεῖς	you
οὐ	not
δύνασθε	are able
ἐλθεῖν.	to come.
οὖν	therefore
οἱ	the
Ἰουδαῖοι	Jews,
Ἔλεγον	Were saying
“Μήτι	Not
ἀποκτενεῖ	will He kill
ἑαυτὸν,	Himself,
ὅτι	that
λέγει	He says,
‘Ὅπου	Where
ἐγὼ	I
ὑπάγω	go,
ὑμεῖς	you
οὐ	not
δύνασθε	are able
ἐλθεῖν;’	to come’?
Καὶ	And
ἔλεγεν	He was saying
αὐτοῖς	to them,
“Ὑμεῖς	You
ἐστέ,	are;
ἐκ	from
τῶν	-
κάτω	below
ἐγὼ	I
εἰμί·	am.
ἐκ	from
τῶν	-
ἄνω	above
ὑμεῖς	You
ἐστέ,	are,
ἐκ	of
τούτου	this
τοῦ	the
κόσμου	world
ἐγὼ	I
εἰμὶ	am
οὐκ	not
ἐκ	of
τούτου.	this.
τοῦ	the
κόσμου	world
οὖν	therefore
εἶπον	I said
ὑμῖν	to you
ὅτι	that
ἀποθανεῖσθε	you will die
ἐν	in
